"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (G000000)", ,"G000000[00100]"
"Line(00100)", ,"199006941"
"Line(00200)", ,"3759247"
"Line(00400)", ,"118096112"
"Line(00500)", ,"19420848"
"Line(00700)", ,"25876986"
"Line(00800)", ,"15825696"
"Line(00900)", ,"7487159"
"Line(01100)", ,"389472989"
"Line(01200)", ,"3733474"
"Line(01300)", ,"18132104"
"Line(01400)", ,"-14911258"
"Line(01500)", ,"209277896"
"Line(01600)", ,"-112724891"
"Line(01700)", ,"45564151"
"Line(01800)", ,"-23500174"
"Line(01900)", ,"151616520"
"Line(02000)", ,"-120826642"
"Line(02200)", ,"-144564414"
"Line(02300)", ,"494956515"
"Line(02400)", ,"-348339253"
"Line(02500)", ,"19825406"
"Line(03000)", ,"178239434"
"Line(03400)", ,"7171897"
"Line(03500)", ,"7171897"
"Line(03600)", ,"574884320"
"Line(03700)", ,"72783385"
"Line(03800)", ,"78731804"
"Line(04400)", ,"28360170"
"Line(04500)", ,"179875359"
"Line(04700)", ,"5079664"
"Line(04800)", ,"-200254843"
"Line(04900)", ,"25487832"
"Line(05000)", ,"-169687347"
"Line(05100)", ,"10188012"
"Line(05200)", ,"564696308"
"Line(05900)", ,"564696308"
""
""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (G100000)","G100000[00000]","G100000[00100]","G100000[00200]"
"Line(00100)", , ,"474104968"
"Line(00200)", , ,"100742860"
"Line(00300)", , ,"574847828"
"Line(01100)", , ,"574847828"
"Line(01400)","VARIANCE IN FUND BALANCE","10151520"
"Line(01800)", , ,"10151520"
""
""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (G200000)","G200000[00000]","G200000[00100]","G200000[00200]","G200000[00300]"
"Line(00100)", ,"225898931", ,"225898931"
"Line(00200)", ,"7702392", ,"7702392"
"Line(00300)", ,"5044976", ,"5044976"
"Line(00700)", ,"10338464", ,"10338464"
"Line(01000)", ,"248984763", ,"248984763"
"Line(01100)", ,"61174847", ,"61174847"
"Line(01200)", ,"37031309", ,"37031309"
"Line(01500)", ,"13189987", ,"13189987"
"Line(01501)", ,"67928854", ,"67928854"
"Line(01600)", ,"179324997", ,"179324997"
"Line(01700)", ,"428309760", ,"428309760"
"Line(01800)", ,"1221765947","1351838662","2147483647"
"Line(01900)", , ,"303705952","303705952"
"Line(02800)", ,"1650075707","1655544614","2147483647"
"Line(02900)", , ,"1484938433"
"Line(03000)","BAD DEBTS","38319979"
"Line(03100)","CORP OVERHEAD - CO 120","11598186"
"Line(03200)","CORP OVERHEAD - CO 130","1658509"
"Line(03300)","BAPTIST EXPENSES - CO 830 AND OCF CO","-4004698"
"Line(03400)","NET UNREALIZED GAIN(LOSS) NET ASSETS","-1128023"
"Line(03500)","MISCELLANEOUS VARIANCE","421"
"Line(03600)", , ,"46444374"
"Line(03700)","FOUNDATION EXPENSES","27224768"
"Line(03800)","DGME EXPENSE PAID TO EDUCATION","19295273"
"Line(03900)","RESEARCH EXPENSES","11207289"
"Line(04000)","WESTBANK EXPENSES","1850854"
"Line(04100)","CLINIC EXPENSES","438402893"
"Line(04200)", , ,"497981077"
""
""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (G300000)","G300000[00000]","G300000[00100]"
"Line(00100)", ,"2147483647"
"Line(00200)", ,"2147483647"
"Line(00300)", ,"1102916042"
"Line(00400)", ,"1033401730"
"Line(00500)", ,"69514312"
"Line(00700)", ,"131533"
"Line(02400)","OPERATING INCOME","31097015"
"Line(02500)", ,"31228548"
"Line(02600)", ,"100742860"
""
""
