"","","","","INCREASES","","","","DECREASES","","","Wkst."
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Report (A6000J0)","A6000J0[00000]","A6000J0[00100]", ,"A6000J0[00300]", ,"A6000J0[00500]", ,"A6000J0[00700]", ,"A6000J0[00900]"
"Line(00100)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"1032524", ,"7", ,"25436040"
"Line(00200)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"4478803"
"Line(00300)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"469002"
"Line(00400)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"775325"
"Line(00500)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"2653436"
"Line(00600)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"1203966"
"Line(00700)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"3651225"
"Line(00800)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"410958"
"Line(00900)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"1289684"
"Line(01000)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"2576976"
"Line(01100)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"386837"
"Line(01200)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"2523198"
"Line(01300)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"472123"
"Line(01400)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"997864"
"Line(01500)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"2321275"
"Line(01600)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"192844"
