"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"G000000[00100]","G000000[00200]", , , , , , , , , , , , , , , , , 
 ,"71391000", , , , , , , , , , , , , , , , , , 
 ,"200000", , , , , , , , , , , , , , , , , , 
 ,"306977000", , , , , , , , , , , , , , , , , , 
 ,"19848000", , , , , , , , , , , , , , , , , , 
 ,"-20843000", , , , , , , , , , , , , , , , , , 
 ,"93431000","39753000", , , , , , , , , , , , , , , , , 
 ,"61903000", , , , , , , , , , , , , , , , , , 
 ,"532907000","39753000", , , , , , , , , , , , , , , , , 
 ,"20951000", , , , , , , , , , , , , , , , , , 
 ,"2147483647", , , , , , , , , , , , , , , , , , 
 ,"-1084026000", , , , , , , , , , , , , , , , , , 
 ,"478560000", , , , , , , , , , , , , , , , , , 
 ,"-243788000", , , , , , , , , , , , , , , , , , 
 ,"137988000", , , , , , , , , , , , , , , , , , 
 ,"1651806000", , , , , , , , , , , , , , , , , , 
 ,"107223000","9439000", , , , , , , , , , , , , , , , , 
 , ,"686998000", , , , , , , , , , , , , , , , , 
 ,"61881000","36027000", , , , , , , , , , , , , , , , , 
 ,"169104000","732464000", , , , , , , , , , , , , , , , , 
 ,"2147483647","772217000", , , , , , , , , , , , , , , , , 
 ,"46033000", , , , , , , , , , , , , , , , , , 
 ,"165380000", , , , , , , , , , , , , , , , , , 
 ,"34050000", , , , , , , , , , , , , , , , , , 
 ,"121904000", , , , , , , , , , , , , , , , , , 
 ,"367367000", , , , , , , , , , , , , , , , , , 
 ,"714053000", , , , , , , , , , , , , , , , , , 
 ,"331097000", , , , , , , , , , , , , , , , , , 
 ,"1045150000", , , , , , , , , , , , , , , , , , 
 ,"1412517000", , , , , , , , , , , , , , , , , , 
 ,"941300000", , , , , , , , , , , , , , , , , , 
 , ,"772217000", , , , , , , , , , , , , , , , , 
 ,"941300000","772217000", , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"G100000[00000]","G100000[00100]","G100000[00200]","G100000[00300]","G100000[00400]", , , , , , , , , , , , , , , 
 , ,"1010383000", ,"769053000", , , , , , , , , , , , , , , 
 , ,"148257000", , , , , , , , , , , , , , , , , 
 , ,"1158640000", ,"769053000", , , , , , , , , , , , , , , 
"FUNDS USED FOR PP&E","22805000", , , , , , , , , , , , , , , , , , 
"SUNDRY GIFTS NET OF EXPEN","-58000", ,"-27981000", , , , , , , , , , , , , , , , 
"INCOME FROM INVESTMENTS","972000", ,"31145000", , , , , , , , , , , , , , , , 
"PENSION FUND", , , , , , , , , , , , , , , , , , , 
"OTHER", , , , , , , , , , , , , , , , , , , 
